tweet,labels
@GenesisRenji I just read a few tweets from his administration that says he signed a deal with Moderna (the company that has another vaccine in the works) on 1/13/20 and IF that’s true he willingly lead hundreds of thousands of ppl to death.,side-effect political pharma
"@metropole_vie @sebastiankurz Oh boy - if you thought the Pfizer vaccine was the Holy Grail, watch this 👇👇👇👇👇 - the British Government have lied to you all - this is not just criminal negligence It has NOT been approved and it has NOT been evaluated properly yet https://t.co/TACTN8uDVA",rushed
COVID VACCINE NOW AVAILABLE!!! ??? Really one week after the election?,political
Pfizer calls on governments to avoid export restrictions disrupting Covid-19 vaccine supply https://t.co/TMHfTeGPS6 Of course Pfizer want no restrictions. All they're concerned about is THE MONEY. They're not in the business to make people healthy. Healthy people don't need drugs,pharma
@GovMurphy @US_FDA @pfizer Hooray ! Finally a vaccine for a cold with a 99.998 survival rate!!,unnecessary
@Andrew_J_Howard What a waste of time. Doesn't even explain  how the aluminium even gets to certain parts of the brain. Nor does it tell the truth on how the body rids itself of toxins after a vaccine.,side-effect
"E.g. of harm, nurse sees multiple sources of information in conflict (scientists, news organizations, doctors), some saying Moderna is approved, some saying it’s not. Then the Moderna vaccine is offered to them, what do they believe? How do they trust their messengers??",rushed
"@hildabast Hi, so you state that only 1 person got a mild fever from the Novavax vaccine. Care to elaborate on other SAEs? I’ll help, at least 10% had severe of everything else. Why the omission?",side-effect
@rightNtruthMat @HillaryClinton Pushing banning of over the counter medicine for cough fever body aches so the Democrats can mandate force inject COVID in everyone in a form of a 'vaccine' playing Russian roulette if they can fend off the virus; while making a political scene to remove a president of opposition,mandatory political
@CogitoErgoSumAu @Donsvess Deaths are also associated with the Johnson & Johnson vaccine. https://t.co/pI5p6xifMH,side-effect
"@CNN Nobody is going to take the stupid vaccine! No health worker will be force to take it either. The biggest Eruption of the health industry is forcing workers to take Bad unproven vaccine that could Fu*k up many lives forever. I would rather have covid again, than to take a vaccine",mandatory rushed side-effect
@RomitMetal @DQambler @StandUpX2 Fake test cannot isolate Covid-19. We don't want a Bill Gates vaccine. You have one if you want but don't force the rest of us.,mandatory pharma
"An Eli Lilly antibody treatment clinical trial for Covid-19 was paused, and Johnson & Johnson paused its vaccine trial, after volunteers fell ill. Rushing a vaccine is only going to destroy the confidence of the people",side-effect rushed
@10DowningStreet @Pfizer_UK @BioNTech_Group @MHRAgovuk Stick it where the sun doesn't shine. Side effects will kill more people anyway.,side-effect
@GovBillLee @pfizer Can't wait to see your anti-vax voters react to you pushing this tracking chip injection on them. This is obviously because of the new world order trying to inject Tennessee with their poison to bring on the apocalypse governor!,conspiracy ingredients
"If you are <40, healthy & fit and have no conditions or situations that may put you at extra risk, you don't need a vaccine for #covid19. 0% risk from infection. High asymptomatic %. If you've had covid, you have immunity. The 'vaccine' may not prevent transmission or infection.",unnecessary ineffective
"@CDCgov WE NEED TO KNOW IF ASTRA ZENECA IS SAFE !! stop killing people ! @DrFaucis1 , and we sent millions of vaccine to Mexico! Negligence!!",side-effect
"@Infelixuk @BBCNews @SkyNews @AmazonUK she has not been good since the vaccine, I think it has made her long covid more heightened, I am waiting for Johnson and johnson you only need one jab that is all no booster",side-effect
Search Results from the #VAERS Database 25 y.o. ♀️ full right side #Paralysis after #modernavaccine https://t.co/PVpIzj7lZI,side-effect
"@chicagohughes @LDonovanKCCI @KCCINews Oh yeah well the Chinese beat 50,000 dogs to death with sticks that doesn’t make it right or good I’ ain’t scared of the shit This whole thing was overblown on purpose for a reaction to see how fast and readily the people comply wait till they force-feed you the vaccine",mandatory unnecessary
"Now Johnson n Johnson got a fucking single shot vaccine , Foh",none
Premier Steven Marshall said the Therapeutic Goods Administration confirmed a case of thrombosis with thrombocytopenia syndrome (TTS) in a 72-year-old woman was likely linked to the AstraZeneca vaccine. https://t.co/w3e6TpX8Tv,side-effect
"And if Pfizer's vaccine doesn't work, their Phase 1 'diversity' program will become a diverse nightmare for the participants? Don't want to be one.",ineffective
"THERE IS NO VACCINE PROVEN TO PREVENT CORONA VIRUS, THEIR MISSION IS TO REDUCE AFRICA POPULATIONS.",conspiracy ineffective
@GovMikeDeWine Pretty sad that you need to push the miracle vaccine so hard because no one wants it. Another spectacular Covid fail! 👏,none
"Hey, I just heard that someone in St. Louis had a bad reaction to the Covid 19 vaccine and died a few hours later. Anyone heard similar stories?",side-effect
"Well what evidence is there to show the vaccine is working? Why wasn't it all down to us being in lockdown, staying away from each other & kids off school?",ineffective
@WilliamShatner The vaccine was tested before being released.  I’m not taking any vaccine for Covid-19 until they thoroughly test it.  I was young but remember the horrific outcome of that vaccine.  Locally hundreds died but thousands died elsewhere.  Sad.,rushed
Severe Allergic Reaction In US Health Worker Minutes After Pfizer Shot https://t.co/2ljKqyPBb4 https://t.co/CKFC6EEVnG,side-effect
"@amitsurg alas, we don't know yet that the oxford or mRNA vaccines will, either, reliably and without massive side effects. ""triumph of hope over experience"". 😕",side-effect
@realDonaldTrump why would we believe pfizer vaccine is safe. DonCovfefe bullied FDA approval. Let's wait for @JoeBiden and an FDA we can trust.,rushed
"@porinju @palkisu So much propaganda evident in this video. Not denying India helping on humanitarian grounds , however both the vaccines have been released without phase 3 trials. How can they release a vaccine which is in clinical trial mode ! #AstraZeneca",rushed
"Vaccine to be tested on 6 year olds! Over 12k adverse effects and over 600 dead. Real damage seen years from now with cancer, infertility, and more. Can’t attach link, but visit articles.mercola and see for yourself",side-effect
"@zeynepyenisey It’s better for your body to learn to fight it than to be vaccinated against it. What no one wants to say out loud is that the US is so fat and that allowing that to happen means a lot of death. This is a culling virus, it kills the unhealthy. Stay healthy, you’ll be fine.",unnecessary
A 48-year-old rock musician died of cerebral hemorrhage two weeks after receiving the AstraZeneca vaccine. https://t.co/e9ilNeCiXS,side-effect
"@Matthew_4_Trump If the CDC can't administer a vaccine for the correct strain, how can we trust them to develop a vaccine that's effective against Coronavirus? Sorry, they've lost so much credibility. I understand not all information was available. But too much false info was communicated",ineffective
"Vaccine!!! And they might say they will vaccinate all the virus carriers, in the process give you an identification chip implanted under your skin. All looks like the agenda of the Antichrist #COVID19 #5G",conspiracy ingredients religious
Neuropsychiatrist on “incredibly rare” condition linked to Johnson & Johnson COVID-19 vaccine https://t.co/gIiWIC8lNy,side-effect
"Obama sure loved rewarding pedophiles, child rapists & genocidal vaccine-loving maniacs #SwampCreatures #pizzagte #DrainTheSwamp #DrainTheDeepStateSwamp #pizzagatelsreal #EpsteinFiles #Epstein",political
"Telegraph photo of Johnson making vaccine would be even to much hardcore propganda for North Korea but its going on here in the UK & with full help from a joke press & MSM, they are destroying life for all on a treasonous plot to turn us all into stepford wives & their menfolk.",political
Young woman stricken with Tourette’s symptoms after 2nd dose of Moderna Vaccine… https://t.co/gz9J5cMUKS,side-effect
